'Chicken and mushroom rice','easy',2,30,30,'Chinese','Main Course','claypot','stir fry','Chicken','chicken;rice;corn oil;ginger;scallion;mushroom;oyster sauce;soy sauce;corn starch;sesame oil;white pepper;sugar;shaoxing wine;dark soy sauce;salt','1 skinless chicken breast;2 chicken drumsticks;2 cups rice;2 tablespoons oil;5cm piece of ginger;1 stalk scallion;6 shiitake mushrooms;CHICKEN MARINADE;2 tablespoons oyster sauce;1 tablespoon soy sauce;0.5 teaspoon corn starch;0.5 teaspoon sesame oil;3 dashes white pepper;0.25 teaspoon sugar;1 tablespoon Shaoxing wine;RICE SEASONINGS;2 tablespoons soy sauce;0.5 tablespoon dark soy sauce;2 teaspoons cooking oil;0.5 teaspoon of salt',"'1.Chop the chicken breast and chicken drumsticks into pieces.;2.Marinate the chicken with all the Marinade for 30 minutes.;3.When the chicken is ready, rinse and clean the rice in a rice cooker and leave just enough water to cook the rice.;4.Add the Rice Seasoning into the rice and water. Stir to combine well. Turn on the rice cooker to start cooking the rice.;5.At the same time, heat up a wok with some cooking oil. Add in the ginger, stir-fry until aromatic before adding the chicken and shiitake mushrooms.;6.Quickly stir-fry the chicken until   half-cooked. Add in the chopped scallions. Dish out and set aside.;7.Add the chicken into the rice cooker when the rice is almost dry and continue to cook till rice is completely cooked.;8.Leave the rice cooker on ìStay Warmî for 15 ñ 20 minutes before serving.1.Chop the chicken breast and chicken drumsticks into pieces.'",'NoNuts'
'Hokkien prawn noodle','easy',6,15,60,'Indonesian','Soup','claypot','stir fry','Chicken','corn cooking oil;water;pork ribs;salt;yellow noodle;dried vermicelli;dried chiilies;shallot;garlic;prawn;rock sugar;salt;sugar;eggs kang kong;bean sprout;shallot crips','2 tablespoons cooking oil;3 litres water;700g pork ribs;2 teaspoon salt;600g yellow noodles;200g dried vermicelli;FOR THE SPICE PASTE:;10 dried chillies;10 shallots;2 cloves garlic;500g prawn heads and shells;20g rock sugar;CHILLI PASTE:;15 dried chillies;5 red fresh chillies;5 shallots;0.25 teaspoon salt;1 teaspoon sugar',"'1.Heat oil and saute *spice paste till fragrant. Add prawn shells and stir fry till fragrant for about 5 minutes. Sprinkle over rock sugar and continue frying for a few more minutes.;2.Pour in water and bring to a boil. Simmer over low heat for 15 minutes. Remove from heat.;3.Let stock cool a little before liquidising prawn heads and shells in an electric blender. Sieve into a clean stockpot.;4.Add pork ribs or chicken pieces and simmer over low heat for 25 minutes or until meat is tender.;5.Using the same stock, cook lean meat until for about 8 - 10 minutes, remove and slice.;6.Boil prawns for 1-2 minutes, remove and set aside.;7.Adjust stock seasonings to taste with   salt.;8.Place a portion of rice vermicelli, noodles, bean sprouts and kang kong in a bowl.;9.Ladle over hot broth with a few pieces of meat.;10.Top with a quarter egg, meat slices, prawns and sprinkle with shallot crisps.;11.Serve immediately with chilli paste* in a small dish.;12.For the spice paste: Heat oil and saute the ground chilli paste ingredients over low heat till fragrant.;13.Season to taste with salt and sugar.'",'Halal; NoNuts'
'Black pepper chilli crab','easy',4,10,20,'Singaporean','Main course','wok','stir fry','Seafood','black pepper;unsalted butter;garlic;onion;crab;oyster sauce;sugar;water;salt','1 tablespoon black pepper;4 tablespoons melted unsalted butter;3 cloves garlic;1/8 small onion;1 kilo crab;1 tablespoon oyster sauce;1/2 tablespoon sugar ;2 tablespoons water;Salt',"'Prepare the black pepper by pounding them with a mortar and pestle. Make sure they are slightly coarse, not powdery.;Heat up a wok with the butter. Saute the garlic and onion for 1 minute before adding the black pepper.;As soon as you smell the peppery aroma, add the crab into the wok and stir to combine well with the black pepper.;Add the oyster sauce, sugar, water and stir continuously to blend well with the crab.;Turn the heat to medium. Cover the wok with its lid until the crab turns red or completely cooked through.;Add salt to taste and a little bit of water (if the crab becomes too dry), if needed. Dish out and serve immediately.'",'NoNuts'
'Spiced pork mince with soy sauce','easy',6,15,20,'Singaporean','Main course','wok','stir fry','Pork','pork mince;onion;patato;frozen peas;dark soya sauce;salt;stick of cinnamon;clovea;pepper;vegetable oil','500g pork mince;1 large onion;2 potatoes;250g frozen peas;1 teaspoon dark soya sauce;1 teaspoon salt;1 small stick of cinnamon;3 cloves;1 dash of pepper;2 teaspoons vegetable oil',"'Heat oil in a hot pan. Saute onions till soft and fragrant. Add mince and break up meat with a fork to brown.;Add potato, cinnamon and cloves. Season with soy sauce, salt and pepper. Stir well. Add half cup of water and bring to simmering point to help potatoes to soften.;When potatoes are tender, add peas. Mix well. Taste and adjust seasoning. If it seems too dry, add a splash of water to add moisture.'",'NoNuts'
'Lotus root soup','easy',4,15,45,'Asian','Soup','pot','boil','Meat','water;chicken;dried squid;chicken stock granules;date;pepper;carrot;lotus root;salt','0.5 litres water;400g chicken meat or spare ribs;1 piece dried squid;1 tablespoon chicken stock granules;8 red dates;0.25 teaspoon pepper;1 carrot;350g lotus roots;0.5 teaspoon of Salt',"'Using a peeler, remove the skin of the lotus roots and slice them into 0.5cm thick pieces. Set aside.;Blanch chicken meat or spare-ribs in boiling water. Remove and drain.;Bring the water to a boil in a stockpot. Add chicken meat/ spare-ribs into the boiling water. Add in the lotus root slices, dried squid, chicken stock granules, dates and pepper and simmer the soup over low heat until the meat is tender. Using low heat ensures a clear soup.;Half way through, add the carrots and continue cooking until meat is tender. Add seasoning and serve hot.'",'Healthy; NoNuts'
'Clams in Chinese rice wine ginger and chili','easy',4,5,5,'Chinese','Main Course','pot','stir fry','Seafood','clam; onion;garlic;vegetable oil;chinese rice wine;ginger;chilies;sasame oil;spring onion;light soya sauce','1 kg clams;1 onion;4 cloves garlic;2 tablespoons vegetable oil;0.5 cup Chinese rice wine;5 slices ginger;2 chilies;0.5 tablespoon sesame oil;1 spring spring onion;1 tablespoon light soya sauce',"'Soak the clams in salted water for about half an hour to get rid of excess grit.;Over medium heat, fry the onion and garlic until fragrant.;Add the Chinese rice wine, ginger, chili, clams and sesame oil. Cover with a tight lid until the clams start opening (about 1 minute).;Add the spring onion and serve immediately.'",'NoNuts'
'Roasted king prawns with cereal','easy',4,10,15,'Chinese','Main Course','wok','roast','Seafood','prawn;butter;salt;pepper','8 large prawns;3 tablespoons butter;0.5 teaspoon of Salt;0.5 teaspoon of pepper;TOPPING:;8 tablespoons nestum;1 handful curry leaves;2 chilly padi;1 teaspoon salt;1 tablespoon sugar;80 g salted butter',"'Preheat the oven to 230?C.;Brush the prawns with the melted butter and season with salt and pepper.;Roast in the oven for 10-12 minutes, until the prawns are fully pink.;For the topping, melt the butter over medium heat until it starts foaming.;Add the curry leaves and chilly (be careful the oil in the butter will spit) and fry briefly for about 10 seconds before adding the cereal (you may use the Nestum cereal).;Fry until the cereal starts turning slightly brown. Add the salt and sugar before reserving in a bowl.;Serve the roasted prawns with a tablespoon of the cereal topping.'",'NoNuts'
'Teochew fish porridge','easy',4,10,35,'Chinese','Main Course','pot','boil','Fish','fish fillet;fish bones;ginger;tianjin preserved vegetable;dried seaweed;light soya sauce;sesame oil;rice wine;pepper;hua tiao wine;water;spring onion;coriander;cooked rice','500g fish fillet;500g fish bones;3 ginger;1 tablespoon Tianjin preserved vegetables;1 teaspoon of Dried seaweed;1 tablespoon light soy sauce;0.5 tablespoon sesame oil;1 teaspoon rice wine;1 teaspoon of Pepper;2 tablespoons hua tiao wine;2 litres water;2 slices ginger;2 stalks spring onions;2 stalks coriander;2 cups cooked rice',"'Brown fish bones in a little oil and ginger. Add water and simmer for about 30 minutes. Do not boil. Discard bones and reserve soup.;Slice the fish filet into slivers and line up on a serving plate. Season with light soy sauce, sesame oil, wine, pepper and ginger strips. Keep refrigerated until ready to serve.;Bring the fish stock to a boil and add Tianjin preserved vegetables. Stir the soup and add the Chinese wine. Turn off fire and add salt and pepper to taste.;Place the rice into serving bowls and ladle the steaming hot soup over. Add the laver sheets and the marinated fish slices. Garnish with spring onions and coriander.'",'Healthy; NoNuts'
'Teochew-style steamed fish fillet','medium',4,30,6,'Chinese','Main Course','wok','steam','Fish','cod fillet;salt;white pepper;tomato;sour plum;silken tofu;ginger;cooking oil;garlic;pork;preserved mustard;water;soy sauce;shaoxing wine;sugar;onion;coriander','400 g cod fillet;0.5 teaspoon of salt;0.5 teaspoon of white pepper;1 big tomato;1 piece sour plum;200g silken tofu;4 slices of ginger;2 tablespoons cooking oil;2 cloves garlic;40g pork;100g preserved mustard;FOR THE SAUCE:;4 tablespoons water;1 tablespoon soy sauce;0.5 tablespoons Shaoxing wine;0.5 teaspoon of sugar;FOR THE GARNISH:;1 green onion;2 .5cm knob of ginger;A small handful of coriander',"'Sprinkle salt and white pepper on both sides of the fish fillet and set in a deep dish.;Arrange the tomato wedges, sour plum and tofu around the fish, and place the ginger slices on top.;In a small bowl, mix all the ingredients for the sauce and set aside.;In a sauce pan, heat up the cooking oil and add in the chopped garlic. Stir-fry until aromatic but not burnt.;Then add the pork, and stir-fry until half-cooked.;Lastly, add in the preserved mustard slices and continue to stir-fry for 1 minute.;Pour the sauce into the pan, let it come to a boil and turn off the heat.;Scatter the pork and preserved mustard on top and around the fish.;Pour the gravy over the fish and then steam the dish for 6 minutes or until the meat is thoroughly cooked.;Garnish and serve with steamed rice.'",'Healthy; NoNuts'
'Hokkien festive glutinous rice','easy',6,10,55,'Hokkien','Breakfast','wok','steam','Rice','glutinous rice;chinese dried mushroom;chinese sausage;dried prawn;shallot;peanut;salt;light soya sauce; dark soya sauce;spring onion','1kg white glutinous rice;80g Chinese dried mushrooms;200g Chinese sausages;20 g dried prawns;100g shallots;10 g peanuts;0.5 teaspoon of Salt;2 teaspoon of light soya sauce;2 teaspoon of dark soya sauce;2 spring onions',"'Heat up some oil and fry sliced shallots until they are lightly browned. Remove the shallots, drain and keep the oil in the wok.;Add sliced mushrooms, sausage slices and dried prawns and stir fry over high heat till fragrant.;Add the drained glutinous rice and season with salt, light and dark soya sauces to taste. Stir thoroughly so rice takes on an even colour.;Remove the rice from the pan and place into individual containers.;Heat up water in a steamer to a rapid boil. Steam rice over high heat for 30 to 45 minutes or until soft and tender.;Garnish with fried shallots and chopped green onions.'",'NoNuts'
'Steamed prawn with rice wine and wolfberry ','easy',2,20,8,'Chinese','Main Course','steamer','steam','Seafood','prawn;garlic;wolfberry;chinese rice wine;sugar;chicken bouillon;salt;water','10 prawns;1 clove garlic;1 tablespoon wolfberry;1 tablespoon Chinese rice wine;1/2 teaspoon sugar;1 tablespoon chicken bouillon;Salt;4 tablespoons water',"'Make a slit at the back of the prawns, remove vein and clean well.;Marinate the prawns with all ingredients for 15 minutes.;Heat up a wok with water and steam for approximately 8 minutes. Dish out and serve hot.'",'NoNuts'
'Hokkien fried rice dumplings','easy',10,15,250,'Chinese','Main Course','steamer','steam','Pork','glutinous rice;pork hock with skin;lean pork;dried shiitake mushroom;chinese chestnut;garlic;soy sauce;five-spice powder;salt;pepper;salted egg yolk;bamboo leave',"'2kg glutinous rice;500g pork hock with skin;100g lean pork;30 small dried shiitake mushrooms;30 dried Chinese chestnuts;10 cloves garlic,;2 teaspoon of Soy sauce;5 spice powder;0.5 teaspoon of salt;0.5 teaspoon of pepper;20 salted egg yolks;3 bundles bamboo leaves'","'Drain glutinous rice and place in a colander to dry.;Marinate both pork hock and lean pork with 2 tablespoon light soya sauce, 2 tablespoon dark soya sauce and plenty of salt and pepper.;Heat up oil in a large frying pan and fry garlic till lightly golden. Add drained rice and season with more dark soya sauce and a little five-spice powder. Just toss enough to mix in garlic and seasoning. Remove to big mixing bowl.;Make a cone with two bamboo leaves and add a spoon of rice. Add the two types of pork, chestnut and mushroom, and half an egg yolk.;Cover mixture with more glutinous rice.;Fold over bamboo leaf to make a pyramid and secure with a piece of reed or raffia.;Tie dumplings into bundles of 10 or 12 and thread onto a wooden spoon or long rolling pin. Hang over a pot of boiling water and cook for at least three to four hours. Keep adding boiling water to keep the heat constant.;When dumplings are cooked, they come away from the leaves easily and the rice will stick together. If they break apart into loose grains, you have to cook it longer.;Store cooked dumplings in a cool place, preferably in the fridge. Do not keep more than a week.'",''
'Fish tempra','easy',2,10,10,'Chinese','Main Course','wok','deep fry','Fish','golden snapper fish;cooking oil;shallot;garlic;tamarind pulp;chili padi;sugar;salt','2 pieces golden snapper fish or ikan jenahak;125ml cooking oil;6 shallots;6 cloves garlic;50g tamarind pulp;10g red chilli padi;2 tablespoons sugar;1 teaspoon salt',"'Heat oil in a wok and fry the shallot until crispy, remove and set aside.;Using the same oil, fry the garlic slices until light brown, remove and set aside.;Remove some of the oil leaving about 3-4 tablespoons.;Fry the fish over high heat, turning over once and remove from oil.;In a clean wok, bring tamarind juice, chilli, sugar and salt to a boil.;Adjust seasonings to taste and add in fish, simmering for 5 minutes or until fish is cooked.;Add half of the shallot crisps and garlic crisps into the gravy and turn off heat.;Just before serving, top with the shallot and garlic crisps. Serve with white rice.'",'NoNuts'
'Fish with salted vegetable & tomatoes','easy',3,8,12,'Chinese','Main Course','wok','stir fry','Fish','snapper;salted vegetable;plum;corn flour;tomato;red chili;coriander;sesame oil','1 large snapper or pomfret;1 packet salted vegetables (kiamchye);3 pickled plums;1 teaspoon corn flour;2 large tomatoes;1 red chili;2 Coriander;5 teaspoon of Sesame oil',"'Clean the fish and make slashes across the thickest part of the fish.;Rinse and pat dry, dust lightly with corn flour.;Heat up a wok without any oil and dry fry the salted vegetables for a few minutes. Add a little oil and the plums and half the tomatoes.;Add enough water or light chicken stock to cover the vegetables. When the stock is boiling, place the fish on top of the mixture and ladle hot stock over the fish. Cover the pan.;Allow the fish to simmer for about 5 minutes each side. When you are flipping the fish, be careful not to break the skin.;Add the rest of the tomatoes and the chilli. Bring the stock back to a boil and turn off heat immediately.;Serve fish with the salted vegetables and tomatoes. Garnish with coriander and chilli and add some sesame oil. Serve hot.'",'NoNuts'
'Fried egg noodles','easy',4,10,10,'Chinese','Main Course','wok','stir fry','Noodle','dried egg noodle;egg;dried shrimp;shiitake mushroom;sugar;soy sauce;oyster sauce;onion;coriander;water;salt;pepper;cooking oil','300g dried egg noodles ;2 eggs;100g dried shrimps;8 dried shiitake mushrooms;1 teaspoon sugar;1 tablespoon soy sauce;3 tablespoons oyster sauce;3 stalks spring onions;1 spring of coriander;500ml of Water;0.5 teaspoon of Salt;0.5 teaspoon of pepper;5 teaspoon of cooking Oil',"'Prepare dried egg noodles in boiling water, following pack instructions.;Beat two eggs and season with a pinch of salt and white pepper. Heat oil in a wok and once the oil is shimmering, tip in the eggs. Allow to set and flip. Once cooked, allow the omelette to cool and cut into strips or ribbons (about 5cm in width).;Pound the softened dried prawns slightly, while saving and straining the water used to soak the dried prawns.;Slice the reconstituted shiitake mushrooms, while also saving and straining the water used from soaking the dried mushrooms.;Mix the sugar, soy sauce and oyster sauce together. Set aside.;Heat wok over high heat, add 3 tablespoons of oil.;Add the mushrooms and stir-fry for 3 minutes, until mushrooms are slightly browned. Add the dried prawns and stir-fry for another 3 minutes.;Add the noodles and stir fry together with the seasonings, ensuring that the noodles are evenly coated with the seasonings.;If the noodles start to stick to the wok, add the reserved mushrooms and dried prawn water.;Remove from wok and garnish with omelette, spring onions and coriander.'",'NoNuts'
'Steamed egg custard','easy',6,5,25,'Chinese','Main Course','steamer','steam','Egg','egg;water;fresh milk;chicken stock granule;ground pepper;century egg;salted egg yolk;crabstick;spring onion;sesame oil;salt;garlic crips cooking oil','4 chicken eggs;500ml water;125ml fresh milk;1 teaspoon chicken stock granules;0.5 teaspoon ground pepper;2 century eggs;1 salted egg yolk;2 crabsticks;1 tablespoons chopped spring onions;1 teaspoon sesame oil;0.5 teaspoon salt;GARNISHING:;Garlic crisps;cooking oil',"'Bring water to a boil in the steamer.;In a mixing bowl, combine all the ingredients in a large bowl, adjusting seasonings to taste.;Pour egg batter into a heat proof plate.;Lower heat and steam for 15-20 minutes. High heat produces a coarse texture in the egg custard.;Open the steamer cover every 5 minutes to check if itís cooked and remove once the custard is set.;Garnish before serving.'",'NoNuts'
'Buttered prawns with salted egg','easy',4,8,8,'Chinese','Main Course','wok','stir fry','Seafood','butter;cooking oil;shallot;eye chilies;bird eye chilies;curry leave;salted egg yolk;evaporated milk;water;prawn;sugar;salt','60g butter;2 tablespoons cooking oil;3 shallots;6 birds eye chillies;3 sprigs curry leaves;3 salted egg yolks;150ml evaporated milk;3 tablespoons water;500g fresh medium sized prawns;0.5 teaspoon sugar;0.5 teaspoon salt',"'Buy fresh prawns, slit the back of the prawn using a sharp knife, devein, wash and drain in a colander. Draining the prawns ensures the dish will not be soggy.;Heat butter and oil in a wok, sautÈ chopped shallots until fragrant.;Add in birds eye chilies, curry leaves and cook for 10 seconds.;Add in salted egg yolks and mash further with the back of the ladle.;Add in milk, water, sugar and salt to taste. Let it boil for 10 seconds before adding in prawns.;Once prawns are cooked and sauce thickens, quickly turn off heat.;Serve immediately with steaming hot rice. You may also serve with baguette.'",'NoNuts'
'lor mee','easy',1,10,30,'Singaporean','Soup','pot','boil','Noodle','garlic;ginger;onion;pork belly;prawn;clam;cabbage;celery;carrot;chinese chive;chinese mushroom;wheat flour noodle;chicken stock;hua tiao wine;salt;chicken powder;oyster sauce;sugar;peanut;seaweed;onion;pepper powder','2 cloves garlic;5g ginger;10g onions;30g pork belly;2 prawns;5 pieces clams;50g cabbage;6 pieces celery;10g carrots;5g Chinese chives;1 piece Chinese mushrooms;150g wheat flour noodles;100ml of Chicken stock ;600ml Hua Tiao wine ;0.25 teaspoon salt;0.25 teaspoon Chicken powder ;0.25 teaspoon oyster sauce;0.25 teaspoon sugar;15g peanuts ;10g seaweed;3 Spring onions;0.25 teaspoon of white pepper powder',"'Heat 3 tablespoons oil in a wok and fry garlic, ginger and onions until fragrant.;Add in the other ingredients (pork, prawns, clams, vegetables) and mix well. Add chicken stock.;Add in wheat flour noodles and fry it over high heat for about 30 seconds to induce ëwok heií. Ensure that the noodles are not clumping together. (you can use the mee hoon kway noodles that you find in supermarkets);Add seasoning and allow the noodles to braise for a while.;Thicken the soup lightly with a little corn flour mixture.;Splash Hua Tiao wine around the wok just before serving and toss well. Transfer to bowl.;Garnish with peanuts, seaweed, spring onions and a dash of pepper powder. Serve.'",'NoNuts'
'Chinese Pepper Steak','medium',4,15,15,'Chinese','Main Course','wok','stir fry','Beef','beef top sirlion steak;soy sauce;sugar;corn starch;ginger;vegetable oil;onion;green bell pepper;tomato',"'1 pound beef top sirloin steak ;0.25 cup soy sauce ;2 tablespoons white sugar ;2 tablespoons cornstarch ;0.5 teaspoon ground ginger ;3 tablespoons vegetable oil;1 divided red onion;1 green bell pepper (cut into 1-inch squares);2 tomatoes (cut into 1-inch squares, cut into wedges)'","'clean the fish and make slashes across the thickest part of the fish.;Rinse and pat dry, dust lightly with corn flour.;Heat up a wok without any oil and dry fry the salted vegetables for a few minutes. Add a little oil and the plums and half the tomatoes."";Whisk together soy sauce, sugar, cornstarch, and ginger in a bowl until the sugar has dissolved and the mixture is smooth. Place the steak slices into the marinade, and stir until well-coated.;Heat 1 tablespoon of vegetable oil in a wok or large skillet over medium-high heat, and place easy of the steak strips into the hot oil. Cook and stir until the beef is well-browned, about 3 minutes, and remove the beef from the wok to a bowl. Repeat twice more, with the remaining beef, and set the cooked beef aside.;Return all the cooked beef to the hot wok, and stir in the onion. Toss the beef and onion together until the onion begins to soften, about 2 minutes, then stir in the green pepper. Cook and stir the mixture until the pepper has turned bright green and started to become tender, about 2 minutes, then add the tomatoes, stir everything together, and serve.'",'NoNuts'
'Hong Kong Style Egg Tarts','medium',12,25,20,'Chinese','Dessert','oven','steam','Egg','sugar;flour;egg;butter;dash vanilla;sugar;water;evaporated milk','1 cup confectioners sugar ;3 cups all-purpose flour ;1 cup butter ;1 egg beaten 1 dash vanilla ;0.7 cup white sugar ;100ml water ;9 eggs;1 beaten dash vanilla;1 cup evaporated milk',"'In a medium bowl, mix together the confectioners sugar and flour. Mix in butter with a fork until it is in small crumbs. Stir in the egg and vanilla until the mixture forms a dough. The texture should be slightly moist. Add more butter if it is too dry, or more flour, if the dough seems greasy. Shape dough into 1 1/2 inch balls, and press the balls into tart molds so that it covers the bottom, and goes up higher than the sides. Use 2 fingers to shape the edge into an A shape.;Preheat the oven to 450 degrees F (230 degrees C). Combine the white sugar and water in a medium saucepan, and bring to a boil. Cook until the sugar is dissolved, remove from heat and cool to room temperature. Strain the eggs through a sieve, and whisk into the sugar mixture. Stir in the evaporated milk and vanilla. Strain the filling through a sieve, and fill the tart shells.;Bake for 15 to 20 minutes in the preheated oven, until golden brown, and the filling is puffed up a little bit.'",'Vegetarian; NoNuts'
'Chicken Curry ','easy',2,10,20,'Indian','Main Course','Blender','Boil','Chicken','chicken; potatoes; oil; chicken curry powder; onions; lemon grass; water; coconut milk; evaporated milk; salt; sugar; curry leaves; garlic; shallot; lemon grass','0.5 chicken;2 potatoes;0.5 cup oil;60g chicken curry powder;2 onions;2 lemon grass;2 cups water;0.5 cup coconut milk;0.5 cup evaporated milk;4 teaspoons salt;0.5 teaspoon sugar;5 curry leaves;5 cloves garlic;10 cloves shallot;3 stalks lemon grass',"'1†Cut potatoes into pieces and deep fry them until golden brown. Set aside;2 Combine all Ingredient A in a blender and blend well.;3 Heat up cooking oil, add in Ingredients A and stir-fry with low heat until fragrant.;4 Add in onions, lemon grass, curry powder and have a few quick stirs.;5 Add in chicken, potatoes and water. Cover up and cook until the chicken pieces are thoroughly cooked.;6 Add coconut milk, evaporated milk, sugar, salt and cook until the curry boils. Add curry leaves'",'NoNuts'
'Chicken Korma','easy',6,15,30,'Indian','Main Course','Wok','stir fry','Chicken','chicken; potatoes; Cooking oil; water; coconut milk; tomatoes; salt; sugar; cinnamon stick; cloves; cardamons; bay leaf; big onion; green chillies; young ginger; †green chillies; shallots; garlic; cashew nuts; coriander seeds; fennel; cumin; turmeric powder; †peppercorns; coriander leaves; shallot crisps','2 chicken whole legs;2 potatoes;5 teaspoon of Cooking oil;375ml water;12 ml thick coconut milk;2 whole tomatoes;1 teaspoon salt;1 teaspoon sugar;1 cinnamon stick;3 cloves;3 cardamons;1 bay leaf;1 big onion;2 green chillies;12g young ginger;20g green chillies;60g shallots;3 cloves garlic;6 cashew nuts;0.5 tablespoon coriander seeds;0.5 teaspoon fennel;0.5 tablespoon cumin;0.5 teaspoon turmeric powder;0.5 teaspoon peppercorns;1 sprig coriander leaves;1 tablespoon shallot crisps',"'1 Heat about 2 tablespoon oil and sautÈ Spice A for 10 seconds over medium heat. Add in Ingredients B and continue sautÈing until onions turn light brown.;2 Add ground spice paste and sautÈ continuously until paste is fragrant (about 15 minutes).;3 Add chicken pieces and water, lower heat and simmer until chicken is almost tender, stirring occasionally.;4 Add in fried potato wedges and boil until potatoes are tender.;5 Add in thick coconut milk, tomatoes and adjust seasonings to taste.;6 Turn off heat once mixture comes to a boil.;7 Garnish and serve with briyani rice, steamed white rice or Indian breads.†'",''
'Roasted spiced chicken biryani','easy',4,130,20,'Indian','Main Course','Oven','roast','Chicken','basmati rice; cardamom; cloves; cinnamon stick; saffron strands; water; salt; boneless chicken leg; Indian yoghurt;  smoked paprika; grated ginger; cracked black pepper; turmeric powder; cumin powder; sea salt','0.5 cups basmati rice;4 pieces cardamom;5 cloves;1 cinnamon stick;1 good pinch saffron strands;1 cup water;1 teaspoon salt;4 boneless chicken leg;4 heaped tablespoons Indian yoghurt;1 teaspoon smoked paprika;1 tablespoon grated ginger;1 teaspoon cracked black pepper;1 teaspoon turmeric powder;1 tablespoon cumin powder;1 teaspoon sea salt',"'1 Add all the ingredients for the spiced chicken (except the chicken leg) and mix well.;2 Smear the spiced yoghurt all over the chicken and allow to marinade for 1-2 hours.;3 Add all the ingredients for the rice in a pot and simmer over high heat covered.;4 Once it starts boiling, turn the heat down to a simmer until the rice is tender and cooked.;5 Preheat the oven to 230?C and roast the chicken pieces on a roasting rack for about 15-20 minutes until nicely browned.;6 Divide the chicken with the biryani rice and serve immediately.†'",'NoNuts'
'Homemade Naan','easy',8,20,15,'Indian','Main Course','Rollng pin','pan fry','Flour','sugar; warm water; active dry yeast; all-purpose flour; plain yogurt; oil; salted butter',"'1 teaspoon sugar;0.75 cup warm water;0.25 oz active dry yeast;2 cups all-purpose flour;0.5 cup plain yogurt;1 tablespoon oil;5 teaspoon of Some oil, for greasing the skillet;3 tablespoons melted salted butter'","'1 In a small bowl, add the sugar, warm water, and yeast together. ;2. Stir to combine well. The yeast should be activated when it becomes foamy, about 10 minutes. ;3 Transfer the flour to a flat surface and make a well in the middle. ;4 Add the yeast mixture, yoghurt, and oil, knead the dough until the surface becomes smooth and shiny, about 10 minutes. ;5 Cover the dough with a damp cloth and let it rise in a warm place (for example: beside the stovetop or warm oven). The dough should double in size, about 1 hour.'",'NoNuts'
'Tandoori Chicken','medium',3,135,40,'Indian','Main Course','Oven','bake','Chicken','chicken legs; Oil; lime; Greek yogurt; minced ginger; minced garlic; Garam Masala; cayenne pepper; lime juice; oil; salt; turmeric powder; Red coloring ',"'1 lb chicken legs;5 teaspoon of Oil, for basting;1 lime, cut into wedges;0.5 cup Greek yogurt;1 teaspoon finely minced ginger;1 teaspoon finely minced garlic;0.5 teaspoon Garam Masala;0.25 teaspoon cayenne pepper;2 tablespoons lime juice;1 tablespoons oil;0.5 teaspoons salt or to taste;0.25 teaspoon turmeric powder;2g Red coloring, optional'","'1 Clean and pat dry the chicken with paper towels.;2 Mix all the ingredients of the Marinade in a bowl. Stir to combine well. ;3 Add the chicken to the Marinade and marinate for at least 2 hours, or best 4 hours.;4 Preheat the oven to 400∞F. Line the baking sheet with aluminum foil and place a wire rack over it. Place the chicken on the wire rack. Bake for 20 minutes, then turn the chicken over and bake for another 20 minutes. Using a small brush, baste both surfaces of the chicken with the oil a couple of times during baking. Broil the chicken for 1 minute or until the skin is slightly charred. Remove from the oven and serve immediately with lime wedges.'",'NoNuts'
'Roti Prata','medium',8,360,20,'Indian','Breakfast','frying pan','pan fry','Flour','flour; Kosher salt; Granulated sugar; Ghee; Egg; milk; water',"'580g All purpose flour ;1.5 teaspoon Kosher salt;1 teaspoon Granulated sugar;0.75 cup Ghee, room temperature ;1 large Egg, beaten;0.75 cup Whole milk;0.5 cup Water'","'1 Form sheets into layered ropes and each time it is form, try to trap air into the layer;2†Beginning from one end, coil up the rolled rope into a loose pinwheel;3 Pull the outer end into center, and tuck it in. Flip the coil over. Each coiled disc should resemble a turban;4 Let them rest at least 5 minutes for gluten (protein) to relax. This will make flat †tening them easier, and result in a more tender flatbread.†;5 Heat a griddle or large saute pan over low flame. Firmly flatten and spread one disc of dough until it is 7inches to 8inches in diameter or (18 to 20 cm.) The dough will be elastic, and may pull back a little. That is okay. Drizzle the gr†iddle with a little ghee.;6  Add one bread to the pan, and cook slowly, turning once, 3 to 4 minutes per side, rotating occasionally to ensure even browning. Cook until each side is deep golden brown'",'Vegetarian; NoNuts'
